user,follow
Jordi Tomasowa,Jacob Bruun Larsen (86') N/A
Jordi Tomasowa,Emma Smith
Jordi Tomasowa,Ryan Kelly
Jordi Tomasowa,Mark Doyle
Jordi Tomasowa,French Data Insights Team
Jordi Tomasowa,Brady Olson
Jordi Tomasowa,Jon Fisher
Jordi Tomasowa,Mark Buckingham
Declan Olley,Sohail Shamsudeen
Declan Olley,Samet Cayir
Declan Olley,Kingsley_
Declan Olley,Karl Sturgeon
Declan Olley,Seye Omidiora
Declan Olley,Richard Martin
Declan Olley,Solace Chukwu
Declan Olley,Shane Miles
Declan Olley,Zinny Boswell
Declan Olley,Gary Al-Smith
Declan Olley,Tom Middler
Declan Olley,Aaron Barton
Declan Olley,Nino Duit
Declan Olley,Antonio Maza
Declan Olley,Rob Bateman
More to follow.,Donat Roduner
More to follow.,the-analyst
More to follow.,Taiye Taiwo
More to follow.,Adrià Soldevila & Ruben Uria
More to follow.,Sam France
More to follow.,Gabriele Conflitti
More to follow.,Wesley Mak
More to follow.,Georgy Tzepkovsky
More to follow.,Zinny Boswell
More to follow.,Nаdine
More to follow.,Patric Ridge
More to follow.,Jon Fisher
More to follow.,Leon Karasch
More to follow.,Oli Platt
More to follow.,Joe Gallagher
More to follow.,Peter Thompson
More to follow.,Roy Keane
More to follow.,Mohammed Ahmad
More to follow.,Ben Jermy
Author not found,The Analyst
Author not found,Hidde Spaan
Author not found,Gabriel Beck
Author not found,Mike Leon
Author not found,Patric Ridge
Adria Soldevilla,UK Data Insights Team
Adria Soldevilla,Adrià Soldevila
Adria Soldevilla,Leon Karasch
Adria Soldevilla,Images via Getty Images
Adria Soldevilla,Fabien Le Luyer
Adria Soldevilla,James Westwood
Adria Soldevilla,Matías Conde
Adria Soldevilla,Ante Jukic
Adria Soldevilla,Andrew Martin
Adria Soldevilla,Patric Ridge
Adria Soldevilla,Dede Sugita
Adria Soldevilla,Austin  Ditlhobolo
Adria Soldevilla,Harry Carr
Adria Soldevilla,Alex Keble
Adria Soldevilla,Augusto Oazi
Adria Soldevilla,Charles Jones
Adria Soldevilla,Mark Doyle
Adria Soldevilla,GFFN | Jack McArdle
Adria Soldevilla,Antonio Bini
Jorge C. Picón,جول
Jorge C. Picón,Marwan Harraz
Jorge C. Picón,Karl Sturgeon
Jorge C. Picón,Tauan Ambrosio
Jorge C. Picón,Ewan Gennery
Thiago Fernandes,Prince Narkortu Teye
Thiago Fernandes,Declan Olley
Thiago Fernandes,James westwood
Thiago Fernandes,Helen Ward
Thiago Fernandes,Stephen Darwin
Thiago Fernandes,Saurav Mukherjee
Ruben Uria & Adria Soldevila,Gonzalo Garcia
Ruben Uria & Adria Soldevila,Ritabrata Banerjee
Ruben Uria & Adria Soldevila,Phil Kitromilides
Ruben Uria & Adria Soldevila,Redazione Goal Italia
Ruben Uria & Adria Soldevila,Marc Mechenoua & Jorge Picon
Ruben Uria & Adria Soldevila,Joris van den Ban
Gareth Boyes,Nick Khairi
Gareth Boyes,Francisco Rico
Gareth Boyes,Augusto Rammauro
Gareth Boyes,Melissa Reddy
Gareth Boyes,Adria Soldevilla
Gareth Boyes,Jesse Parker Humphreys
Gareth Boyes,Gill Clark
Gareth Boyes,Peter Thompson
Gareth Boyes,Joris van den Ban
Gareth Boyes,Rubén Uría
Gareth Boyes,Philipp Ertl
Gareth Boyes,Rob Dorsett
Gareth Boyes,Images via Getty Images
Gareth Boyes,Gabriel Beck
Gareth Boyes,Seth Vertelney
Gareth Boyes,Adrià Soldevila
Gareth Boyes,Cem Ak
Gareth Boyes,Mike Leon
Gareth Boyes,Matthew Hayes
Gareth Boyes,Alex Ibaceta
"""They are doing wonderful things.""",Elyes Khouaja
"""They are doing wonderful things.""",Sam McGuire
"""They are doing wonderful things.""",Jonny Whitmore
"""They are doing wonderful things.""",Tom Maston
"""They are doing wonderful things.""",Robin Bairner
"""They are doing wonderful things.""",Bence Bocsák
"""They are doing wonderful things.""",Brady Olson
"""They are doing wonderful things.""",Mark Doyle
"""They are doing wonderful things.""",Charles Watts
"""They are doing wonderful things.""",Yash Thakur
"""They are doing wonderful things.""",Augusto Rammauro
"""They are doing wonderful things.""",Christian Schmidt
"""They are doing wonderful things.""",Anwesha Mitra
"""They are doing wonderful things.""",Tim Lutz
"""They are doing wonderful things.""",Florian Regelmann
"""They are doing wonderful things.""",Antonio Bini
"""They are doing wonderful things.""",Cem Ak
"""They are doing wonderful things.""",Jack Supple
Sahil Jaidka,Matt O'Connor-Simpson
Sahil Jaidka,Cem Ak
Sahil Jaidka,Liam Cody
Sahil Jaidka,Ben Jermy
Sahil Jaidka,Harvey Downes
Sahil Jaidka,Joe Wright
Sahil Jaidka,Augusto Oazi
Sahil Jaidka,Neil Jones
Sahil Jaidka,Duncan Alexander
Sahil Jaidka,Hidde Spaan
Melissa Reddy,Ben Grounds
Melissa Reddy,Marcelo Hazan
Melissa Reddy,Stephen Warnock
Melissa Reddy,Dan Long
Melissa Reddy,Simon Jouny
Melissa Reddy,Adam Smith
Melissa Reddy,Gary Mabbutt
Melissa Reddy,James westwood
Joe Gallagher,Martin Volkmar
Joe Gallagher,Stanislav Schupp
Joe Gallagher,Tom Middler
Joe Gallagher,Ed Mackey
Joe Gallagher,Rupert Fryer
Joe Gallagher,Tom Victor
Joe Gallagher,Matt O'Connor-Simpson
Joe Gallagher,Jamie Carragher
Joe Gallagher,Romeo Agresti
Joe Gallagher,Luke Bissett
Joe Gallagher,Mitchell Wilks
Joe Gallagher,Marcelo Hazan
UK Data Insights Team,Kasper Spruijt
UK Data Insights Team,Jack Supple
UK Data Insights Team,Wesley Mak
UK Data Insights Team,Peter Thompson
UK Data Insights Team,Antonio Maza
UK Data Insights Team,Tom Mallows
UK Data Insights Team,Tim Ursinus
UK Data Insights Team,Dan Edwards
UK Data Insights Team,Ruben Uria
UK Data Insights Team,Brady Olson
UK Data Insights Team,Chris Myson
UK Data Insights Team,Luke Entwistle
UK Data Insights Team,Karl Sturgeon
UK Data Insights Team,Matt Furniss
UK Data Insights Team,Kerry Hau
UK Data Insights Team,Tom Ede
UK Data Insights Team,Dutch Data Insights Team
Wesley Mak,Anthony McLennan
Wesley Mak,Roy Keane
Wesley Mak,Tom Hooper
Wesley Mak,Giorgio Dusi
Wesley Mak,Brian McDonnell
Wesley Mak,Aleksei Blokhin
Zinny Boswell,Alison Conroy
Zinny Boswell,Cady Siregar
Zinny Boswell,Albert Valor
Zinny Boswell,Ewan Gennery
Zinny Boswell,"""They are doing wonderful things."""
 Alvino Hanafi,Tom Mallows
 Alvino Hanafi,Jon Reeve
 Alvino Hanafi,Dan Edwards
 Alvino Hanafi,Images via Getty Images
 Alvino Hanafi,Elyes Khouaja
 Alvino Hanafi,Charles Jones
 Alvino Hanafi,Marc Mechenoua & Jorge Picon
 Alvino Hanafi,Dennis Mabuka
 Alvino Hanafi,Amee Ruszkai
 Alvino Hanafi,Manager: Roy Hodgson 5
 Alvino Hanafi,Dev Trehan
 Alvino Hanafi,Kasper Spruijt
Renato Maisani,Sounak Mukhopadhyay
Renato Maisani,Sheff United 0-2 Tottenham
Renato Maisani,Robin Bairner
Renato Maisani,Sam McGuire
Renato Maisani,Nicholas McGee
Renato Maisani,Difference: -8
Renato Maisani,Anton Toloui
Renato Maisani,Linus Braun
Renato Maisani,Stephen Crawford
Renato Maisani,جول
Renato Maisani,Callum Rice-Coates
Renato Maisani,Key player: Martin Zubimendi
Renato Maisani,Antonio Bini
Renato Maisani,Johannes Ohr
Renato Maisani,Sebastian MittagCharles Watts
Renato Maisani,Toby Prince
Florian Regelmann,Hidde Spaan
Florian Regelmann,Adrià Soldevila & Ruben Uria
Florian Regelmann,Chris Myson
Florian Regelmann,Wesley Mak
Florian Regelmann,Rhys Thomas
Florian Regelmann,Kosta König
Florian Regelmann,Michel Jreissati
Florian Regelmann,Michael Ellis
Florian Regelmann,Dede Sugita
Florian Regelmann,Ben Jermy
Florian Regelmann,Mario Cortegana
Florian Regelmann,Spanish Data Insights Team
Florian Regelmann,Dan Long
Florian Regelmann,Nick Hartland
Florian Regelmann,Jorge C. Picón
Florian Regelmann,Peter Hanson
Florian Regelmann,Tom Usher
Tom Victor,James Westwood
Tom Victor,Jon Reeve
Tom Victor,Thiago Fernandes
Tom Victor,Oliver Hopkins
Tom Victor,Taiye Taiwo
Tom Victor,Oli Platt
Tom Victor,Naim Beneddra
Tom Victor,Philipp Ertl
Tom Victor,Gary Al-Smith
Tom Victor,Bence Bocsák
Tom Victor,Adrià Soldevila & Ruben Uria
Tom Victor,French Data Insights Team
Tom Victor,Jon Fisher
Tom Victor,Adrià Soldevila
Tom Victor,Nаdine
Tom Victor,Euan Reedie
Tom Victor,Sebastian MittagCharles Watts
Tom Victor,Ben Jermy
Tom Victor,Harry Carr
Tom Victor,eugene_vasilev
Ashwin Raman,Jake Lewis
Adrià Soldevila,Jake Lewis
Justin Kraft,Jake Lewis
Gabriel Sutton,Jake Lewis
Ruben Uria,Jake Lewis
Gabriele Conflitti,Jake Lewis
Francisco RicoRubén Uría,Jake Lewis
Kevin Chroust,Jake Lewis
Fernando Franco Puga,Jake Lewis
Matthew Hayes,Jake Lewis
Peter McKeever,Jake Lewis
Mario Cortegana,Jake Lewis
Nathan Evans,Jake Lewis
Ali Tweedale,Jake Lewis
John Skilbeck,Jake Lewis
Rik Sharma,Jake Lewis
Albert Valor,Jake Lewis
Jonathan Smith,Jake Lewis
Andrii Sokolovskyi,Jake Lewis
Simon Jouny,Jake Lewis
Devs Someoddpilot,Jake Lewis
Donat Roduner,Jake Lewis
Raisa Simplicio & Thiago Fernandes,Jake Lewis
Shina Oludare - @sportingshina,Jake Lewis
Callum Rice-Coates,Jake Lewis
Thomas Markhorst,Jake Lewis
Ashwin Muralidharan,Jake Lewis
Sam France,Jake Lewis
Rupert Fryer,Jake Lewis
GOAL,Jake Lewis
Mark Doyle,Jake Lewis
Andrew Beasley,Jake Lewis
Jonny Whitmore,Jake Lewis
Daniel Lewis,Jake Lewis
Liam Wraith,Jake Lewis
Angelica Daujotas,Jake Lewis
Silvio Mastroianni,Jake Lewis
Samet Cayir,Jake Lewis
Mohamed Mohamed,Jake Lewis
Ben Spratt,Jake Lewis
Al Duffy,Jake Lewis
.,Jake Lewis
Emin Kaynar,Jake Lewis
Oliver Lines,Jake Lewis
Cady Siregar,Jake Lewis
Tom Ede,Jake Lewis
Dede Sugita,Jake Lewis
Louise Bawden,Jake Lewis
Linus Braun,Jake Lewis
eugene_vasilev,Jake Lewis
Peter McVitie,Jake Lewis
Jack Stanley,Jake Lewis
Sohail Shamsudeen,Jake Lewis
Ritabrata Banerjee,Jake Lewis
Leon Karasch,Jake Lewis
Mitchell Wilks,Jake Lewis
Charles Watts & Ruben Uria,Jake Lewis
Michael Yokhin,Jake Lewis
Patric Ridge,Jake Lewis
Yash Thakur,Jake Lewis
James Westwood,Jake Lewis
Simone Gambino,Jake Lewis
Srinivasa Venugopalan,Jake Lewis
Chris Mayer,Jake Lewis
Tom Middler,Jake Lewis
Sean Cole,Jake Lewis
Oli Platt,Jake Lewis
Sacha Pisani,Jake Lewis
Nick Wright,Jake Lewis
Rob Bateman,Jake Lewis
Ryan Kelly,Jake Lewis
Lewis Ambrose,Jake Lewis
Oliver Hopkins,Jake Lewis
Andrew Steel,Jake Lewis
Mohammed Ahmad,Jake Lewis
Ryan Benson,Jake Lewis
Michael Reid,Jake Lewis
Georgy Tzepkovsky,Jake Lewis
Yeun Au,Jake Lewis
Shina Oludare,Jake Lewis
Dan Bernstein,Jake Lewis
Uttiyo Scarnage,Jake Lewis
Sheff United 0-2 Tottenham,Jake Lewis
Fabien Le Luyer,Jake Lewis
Richard Martin,Jake Lewis
Ron Walker,Jake Lewis
Jean-Baptiste Caillet,Jake Lewis
Taiye Taiwo,Jake Lewis
Al Hain-Cole,Jake Lewis
Ante Jukic,Jake Lewis
GFFN | Jack McArdle,Jake Lewis
Matías Conde,Jake Lewis
Eddy Frankel,Jake Lewis
Antonio Torrisi,Jake Lewis
Sounak Mukhopadhyay,Jake Lewis
Nicholas McGee,Jake Lewis
Livemint,Jake Lewis
James westwood,Jake Lewis
Owuraku Ampofo,Jake Lewis
Lukas Vrablik,Jake Lewis
Seye Omidiora,Jake Lewis
Robin Bairner,Jake Lewis
Goal Argentina,Jake Lewis
Nick Khairi,Jake Lewis
Manager: Roy Hodgson 5,Jake Lewis
French Data Insights Team,Jake Lewis
Antonio Bini,Jake Lewis
Michael Ellis,Jake Lewis
Jacob Bruun Larsen (86') N/A,Jake Lewis
Goal,Jake Lewis
Sam Blitz,Jake Lewis
Bence Bocsák,Jake Lewis
Tom Maston,Jake Lewis
جول,Jake Lewis
Jesse Parker Humphreys,Jake Lewis
Charlotte Marsh,Jake Lewis
Aaron Barton,Jake Lewis
Kingsley_,Jake Lewis
Tadasuke Uemura,Jake Lewis
Chris Myson,Jake Lewis
Christian Schmidt,Jake Lewis
Michael Di Chiaro,Jake Lewis
Robbie Dunne,Jake Lewis
Rob Dorsett,Jake Lewis
Adam Bate,Jake Lewis
Milestone.,Jake Lewis
Marcelo Hazan,Jake Lewis
Romeo Agresti,Jake Lewis
Cesar Hurtado,Jake Lewis
Shina Oludare & Emma Smith,Jake Lewis
Nizaar Kinsella,Jake Lewis
Ben Jermy,Jake Lewis
James Westwoood,Jake Lewis
Alex Ibaceta,Jake Lewis
Brian McDonnell,Jake Lewis
Gill Clark,Jake Lewis
Jon Reeve,Jake Lewis
Toby Prince,Jake Lewis
Kasper Spruijt,Jake Lewis
Prince  Narkortu Teye,Jake Lewis
Saurav Mukherjee,Jake Lewis
Goal Spain,Jake Lewis
Peter Hanson,Jake Lewis
Giacomo Zanetello,Jake Lewis
Tom Usher,Jake Lewis
Joshua Challies,Jake Lewis
David Segar,Jake Lewis
Adrià Soldevila & Ruben Uria,Jake Lewis
Jessa Braun,Jake Lewis
Joel Omotto,Jake Lewis
Helen Ward,Jake Lewis
Seth Vertelney,Jake Lewis
Giorgio Dusi,Jake Lewis
Jonny Cooper,Jake Lewis
Tim Ursinus,Jake Lewis
Solace Chukwu,Jake Lewis
Patricio Tarruella,Jake Lewis
Rich Laverty,Jake Lewis
Carlo,Jake Lewis
Kerry Hau,Jake Lewis
Tim Lutz,Jake Lewis
Nino Duit,Jake Lewis
Devesh Kumar,Jake Lewis
Dennis Mabuka,Jake Lewis
Naim Beneddra,Jake Lewis
Dan Marques,Jake Lewis
Peter Thompson,Jake Lewis
Ben Grounds,Jake Lewis
Ulli Ludwig,Jake Lewis
Harry Carr,Jake Lewis
Gursher Chabba,Jake Lewis
The Analyst,Jake Lewis
Nisanth V Easwar,Jake Lewis
Stephen Crawford,Jake Lewis
Daniel Edwards,Jake Lewis
Images via Getty Images,Jake Lewis
Opta Analyst,Jake Lewis
Tom Mallows,Jake Lewis
Stefano Faccendini,Jake Lewis
Roy Keane,Jake Lewis
Spanish Data Insights Team,Jake Lewis
Difference: -8,Jake Lewis
Sam McGuire,Jake Lewis
Tom Patey,Jake Lewis
Charlotte Duncker,Jake Lewis
Matt O'Connor-Simpson,Jake Lewis
Adam Smith,Jake Lewis
Jamie Kemp,Jake Lewis
Sebastian MittagCharles Watts,Jake Lewis
Stephen Darwin,Jake Lewis
Nick Hartland,Jake Lewis
Dan Edwards,Jake Lewis
Redazione Goal Italia,Jake Lewis
Jon Fisher,Jake Lewis
Augusto Oazi,Jake Lewis
Hidde Spaan,Jake Lewis
Neil Jones,Jake Lewis
Michael Prasthofer,Jake Lewis
Goal Germany,Jake Lewis
Joris van den Ban,Jake Lewis
Manolo Nieto,Jake Lewis
Rhys Thomas,Jake Lewis
Rubén Uría,Jake Lewis
Andrew Martin,Jake Lewis
Aleksei Blokhin,Jake Lewis
Graham Bell,Jake Lewis
Tom Hooper,Jake Lewis
Orlando Valman,Jake Lewis
Matt Furniss,Jake Lewis
Anthony McLennan,Jake Lewis
Nils Mackay,Jake Lewis
Mike Leon,Jake Lewis
Gary Mabbutt,Jake Lewis
Mark Buckingham,Jake Lewis
Antonio Maza,Jake Lewis
Alison Conroy,Jake Lewis
Johannes Ohr,Jake Lewis
Philipp Ertl,Jake Lewis
Anselm Noronha,Jake Lewis
Ewan Gennery,Jake Lewis
Kingsley Kobo,Jake Lewis
Gonzalo Garcia,Jake Lewis
Euan Reedie,Jake Lewis
Kiplagat Sang,Jake Lewis
Dev Trehan,Jake Lewis
Nаdine,Jake Lewis
Michael Madyira,Jake Lewis
Charles Watts,Jake Lewis
Paul Merson,Jake Lewis
Raisa Simplicio,Jake Lewis
Francisco RicoAdria Soldevilla,Jake Lewis
Joe Shread,Jake Lewis
Jack Supple,Jake Lewis
Shane Miles,Jake Lewis
Karl Sturgeon,Jake Lewis
Duncan Alexander,Jake Lewis
Michael Harringer,Jake Lewis
Augusto Rammauro,Jake Lewis
Harvey Downes,Jake Lewis
Phil Kitromilides,Jake Lewis
Emre Sarıkuş,Jake Lewis
Alessandro De Felice,Jake Lewis
Chris Burton,Jake Lewis
Jon Manuel,Jake Lewis
Charles Jones,Jake Lewis
Dutch Data Insights Team,Jake Lewis
Charlotte Duncker & Chris Burton,Jake Lewis
Ninad Barbadikar,Jake Lewis
Anwesha Mitra,Jake Lewis
Adria Soldevila,Jake Lewis
